rule_id,status,event_type,severity,total,attacker,system_or_other,fp_ratio,reason_or_decision
owasp_web_metadata_access,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
owasp_web_shell_spawn,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
owasp_web_suspicious_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persist_apache_conf_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persist_etc_environment_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persist_etc_profile_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persist_git_hook_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persist_profile_d_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persist_sshd_config_write,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persist_systemd_path_unit,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persist_systemd_timer_created,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persist_systemd_wants_symlink,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
persist_xdg_autostart_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_at_spool_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_cron_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_efi_boot_entry_modified,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
persistence_etc_init_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_ld_preload_env,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_motd_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_pam_modified,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_shell_rc_write,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_ssh_authorized_keys,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_systemd_new_service,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
persistence_systemd_service_created,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
privesc_caps_drop_all,silent,privesc,warning,0,0,0,0,K. privesc: no successful privilege escalation in test attacks (good)
privesc_cgroup_notify_on_release,silent,file,critical,0,0,0,0,G. cgroup-escape: needs LSM hooks unavailable on stend
privesc_net_admin_gained,silent,privesc,warning,0,0,0,0,K. privesc: no successful privilege escalation in test attacks (good)
privesc_net_raw_gained,silent,privesc,warning,0,0,0,0,K. privesc: no successful privilege escalation in test attacks (good)
privesc_setns_syscall,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
privesc_setuid_gained,silent,privesc,critical,0,0,0,0,K. privesc: no successful privilege escalation in test attacks (good)
privesc_sys_admin_gained,silent,privesc,critical,0,0,0,0,K. privesc: no successful privilege escalation in test attacks (good)
privesc_sys_chroot_gained,silent,privesc,warning,0,0,0,0,K. privesc: no successful privilege escalation in test attacks (good)
privesc_sys_module_gained,silent,privesc,critical,0,0,0,0,K. privesc: no successful privilege escalation in test attacks (good)
privesc_sys_ptrace_gained,silent,privesc,critical,0,0,0,0,K. privesc: no successful privilege escalation in test attacks (good)
privesc_unshare_user_ns,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
proc_inject_devshm_so,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
proc_inject_fexecve,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
proc_inject_ld_preload_conf,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
proc_inject_ld_preload_file,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
proc_inject_maps_recon,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
proc_inject_memfd_create,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
proc_inject_proc_mem_write,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
proc_inject_ptrace,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
ptrace_attach,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
ransomware_backup_delete,silent,syscall,warning,0,0,0,0,N. ransomware: no mass-encryption attack in suite
ransomware_backup_tool_kill,silent,syscall,warning,0,0,0,0,N. ransomware: no mass-encryption attack in suite
ransomware_disk_wipe,silent,file,critical,0,0,0,0,N. ransomware: no mass-encryption attack in suite
ransomware_document_enum,silent,syscall,warning,0,0,0,0,N. ransomware: no mass-encryption attack in suite
ransomware_encrypted_extension,silent,file,critical,0,0,0,0,N. ransomware: no mass-encryption attack in suite
ransomware_log_wipe,silent,file,warning,0,0,0,0,N. ransomware: no mass-encryption attack in suite
ransomware_mass_rename,silent,syscall,critical,0,0,0,0,N. ransomware: no mass-encryption attack in suite
ransomware_ransom_note,silent,file,critical,0,0,0,0,N. ransomware: no mass-encryption attack in suite
ransomware_shadow_delete,silent,syscall,critical,0,0,0,0,N. ransomware: no mass-encryption attack in suite
recon_active_connections,silent,syscall,info,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
recon_network_config,silent,syscall,info,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
recon_port_scan_outbound,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
recon_process_enum,silent,syscall,info,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
recon_security_tools_enum,silent,syscall,info,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
recon_sudo_privs,silent,file,info,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
recon_system_info,silent,syscall,info,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
recon_user_enum,silent,syscall,info,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
rootkit_anonymous_exec_memory,silent,syscall,warning,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_bpf_map_create_suspicious,silent,syscall,warning,0,0,0,0,H. bpf-subversion: no BPF tampering attempted in test attacks
rootkit_bpf_prog_load_suspicious,silent,syscall,warning,0,0,0,0,H. bpf-subversion: no BPF tampering attempted in test attacks
rootkit_delete_module_syscall,silent,syscall,warning,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_hidden_proc_dir,silent,file,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_init_module_syscall,silent,syscall,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_kallsyms_read,silent,file,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_kernel_image_write,silent,file,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_kexec_load,silent,syscall,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_kmod_from_tmp,silent,file,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_kmod_suspicious_name,silent,kmod,critical,0,0,0,0,F. kmod: collector partial (needs LSM); no module loads during attacks
rootkit_kmod_unsigned_load,silent,kmod,critical,0,0,0,0,F. kmod: collector partial (needs LSM); no module loads during attacks
rootkit_large_hidden_file,silent,file,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_ld_library_path_suspicious,silent,syscall,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_ld_preload_env_set,silent,syscall,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_ld_preload_written,silent,file,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_perf_event_open,silent,syscall,warning,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_shared_lib_written_to_system,silent,file,warning,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_sshd_config_modified,silent,file,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
rootkit_userfaultfd_create,silent,syscall,critical,0,0,0,0,O. rootkit-deploy: no actual rootkit deployed in attacks (rules need a real rootkit artifact)
sigma_auditd_stopped,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_base64_execution_shell,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_chmod_executable_tmp,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_crontab_modification,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
sigma_dev_mem_access,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
sigma_history_file_cleared,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
sigma_iptables_flush,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_irc_c2_ports,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
sigma_java_child_shell,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
sigma_lolbin_awk_shell,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_lolbin_dd_write,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_lolbin_env_execution,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_lolbin_find_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_lolbin_openssl_connect,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_lolbin_python_download,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_masquerade_kernel_thread,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_masquerade_sshd,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
sigma_memfd_create_anonymous,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_mprotect_exec_heap,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_outbound_tor_ports,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
sigma_perl_shell_execution,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_prctl_dumpable,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_proc_sysrq_write,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
sigma_process_vm_readv,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_process_vm_writev,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_ptrace_attach,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_python_exec_shell,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_ruby_shell_execution,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_script_dropper_via_curl,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_seccomp_filter_install,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_setuid_syscall,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_shell_from_unexpected_parent,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_ssh_many_failed_auth,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
sigma_sudo_config_read,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
sigma_systemd_timer_created,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
sigma_web_server_shell_spawn,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
sigma_world_writable_dir_created,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
supply_chain_build_tool_rootwrite,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
supply_chain_pkg_dga_dns,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
supply_chain_suspicious_registry_dns,silent,dns,critical,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
tls_api_key_exposure,silent,tls,warning,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_data_exfil_patterns,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_http_basic_auth,silent,tls,warning,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_any_known_bad_present,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_brute_ratel,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_cobalt_strike_default,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_cobalt_strike_malleable_common,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_empire_default,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_metasploit_default,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_mythic_default,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_poshc2_default,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_sliver_default,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_ja3_suspicious_old_tls,silent,tls,warning,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_reverse_shell_indicator,silent,tls,critical,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_sql_patterns,silent,tls,warning,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_suspicious_user_agent,silent,tls,warning,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
tls_unexpected_large_transfer,silent,tls,warning,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
web_blind_sqli_heuristic,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
web_combined_attack,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
web_file_inclusion_attack,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
web_path_traversal_network,silent,http_plaintext,critical,0,0,0,0,J. http_plaintext: no http collector output captured in runs
web_path_traversal_process,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
web_sql_injection_command,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
web_sql_injection_network,silent,http_plaintext,critical,0,0,0,0,J. http_plaintext: no http collector output captured in runs
web_template_injection,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
web_xss_file_pattern,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
web_xss_network_pattern,silent,http_plaintext,critical,0,0,0,0,J. http_plaintext: no http collector output captured in runs
webshell_apache_config_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
webshell_asp_written,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
webshell_command_injection_patterns,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
webshell_common_filename,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
webshell_curl_from_web_proc,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
webshell_dns_high_entropy,silent,dns,critical,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
webshell_htaccess_modification,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
webshell_image_extension_script,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
webshell_java_runtime_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
webshell_jsp_in_web_root,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
webshell_nginx_config_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
webshell_php_disable_functions_bypass,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
webshell_php_eval_pattern,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
webshell_php_in_web_root,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
webshell_ssrf_aws_metadata,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
webshell_upload_via_image_dir,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
